s,carat,cut,color,clarity,depth,table,price,x,y,z
31828,0.34,Ideal,G,VVS2,61.6,56.0,775,4.47,4.49,2.76
31832,0.34,Premium,G,VVS2,61.6,58.0,775,4.44,4.49,2.75
31833,0.34,Ideal,G,VVS2,62.1,55.0,775,4.44,4.48,2.77
31834,0.34,Ideal,G,VVS2,61.9,57.0,775,4.44,4.48,2.76
31835,0.34,Very Good,E,VVS2,62.7,59.0,775,4.41,4.43,2.77
31836,0.34,Very Good,G,VVS2,61.4,59.0,775,4.47,4.52,2.76
31838,0.34,Ideal,G,VVS2,62.6,54.0,775,4.44,4.47,2.79
31839,0.34,Very Good,G,VVS2,61.7,56.0,775,4.47,4.51,2.77
31847,0.36,Ideal,G,VVS2,61.6,57.0,776,4.58,4.62,2.83
31848,0.36,Ideal,G,VVS2,62.3,56.0,776,4.55,4.57,2.84
31854,0.3,Ideal,H,VVS2,61.2,57.0,776,4.32,4.31,2.64
31855,0.3,Ideal,H,VVS2,61.3,57.0,776,4.33,4.31,2.65
31856,0.3,Ideal,H,VVS2,61.5,57.0,776,4.34,4.31,2.66
31857,0.3,Ideal,H,VVS2,61.7,54.0,776,4.34,4.31,2.67
31858,0.3,Ideal,H,VVS2,60.4,56.0,776,4.36,4.32,2.62
31859,0.3,Ideal,H,VVS2,61.1,55.0,776,4.36,4.32,2.65
31860,0.3,Premium,H,VVS2,60.6,58.0,776,4.35,4.33,2.63
31861,0.3,Ideal,H,VVS2,61.3,56.0,776,4.35,4.33,2.66
31862,0.3,Ideal,H,VVS2,61.5,56.0,776,4.35,4.33,2.67
31863,0.3,Premium,H,VVS2,60.8,58.0,776,4.37,4.34,2.65
31864,0.3,Premium,H,VVS2,62.1,52.0,776,4.31,4.29,2.67
31865,0.3,Premium,H,VVS2,60.8,60.0,776,4.33,4.29,2.62
31866,0.3,Premium,H,VVS2,61.0,61.0,776,4.32,4.3,2.63
31867,0.3,Ideal,H,VVS2,61.6,55.0,776,4.34,4.3,2.66
31868,0.3,Premium,H,VVS2,62.0,58.0,776,4.35,4.3,2.68
31869,0.3,Good,H,VVS2,63.6,56.0,776,4.29,4.26,2.72
31870,0.3,Premium,H,VVS2,62.4,58.0,776,4.3,4.26,2.67
31871,0.3,Premium,H,VVS2,61.5,58.0,776,4.3,4.28,2.64
31872,0.3,Premium,H,VVS2,62.9,57.0,776,4.31,4.28,2.7
31873,0.3,Ideal,H,VVS2,62.1,56.0,776,4.32,4.28,2.67
31874,0.3,Very Good,H,VVS2,63.1,60.0,776,4.28,4.24,2.69
31875,0.3,Good,H,VVS2,63.6,55.0,776,4.28,4.24,2.71
31876,0.3,Ideal,H,VVS2,62.6,55.0,776,4.28,4.25,2.67
31877,0.3,Very Good,H,VVS2,63.5,55.0,776,4.28,4.25,2.71
31878,0.3,Ideal,H,VVS2,62.2,57.0,776,4.29,4.26,2.66
31879,0.3,Very Good,H,VVS2,63.4,57.0,776,4.24,4.21,2.68
31880,0.3,Ideal,H,VVS2,62.8,57.0,776,4.25,4.22,2.66
31881,0.3,Premium,H,VVS2,63.0,56.0,776,4.28,4.23,2.68
31882,0.3,Good,H,VVS2,63.7,55.0,776,4.27,4.24,2.71
31962,0.23,Good,D,VVS2,61.8,65.0,452,3.9,3.93,2.42
32001,0.28,Very Good,D,VVS2,62.2,52.0,777,4.21,4.25,2.63
32003,0.26,Ideal,D,VVS2,61.4,55.0,777,4.1,4.17,2.54
32009,0.31,Ideal,D,VVS2,60.9,57.0,777,4.38,4.42,2.68
32011,0.31,Ideal,D,VVS2,61.9,55.0,777,4.36,4.39,2.71
32012,0.31,Ideal,D,VVS2,60.1,56.0,777,4.43,4.46,2.67
32016,0.38,Premium,J,VVS2,60.5,59.0,778,4.72,4.69,2.84
32018,0.32,Very Good,F,VVS2,62.5,55.0,778,4.39,4.42,2.75
32019,0.32,Very Good,F,VVS2,62.3,57.0,778,4.38,4.41,2.73
32024,0.31,Ideal,H,VVS2,61.3,56.0,778,4.37,4.4,2.69
32035,0.32,Ideal,E,VVS2,61.3,57.0,779,4.39,4.42,2.7
32036,0.32,Ideal,E,VVS2,62.1,53.0,779,4.41,4.44,2.75
32037,0.32,Ideal,E,VVS2,60.4,59.0,779,4.45,4.49,2.7
32038,0.3,Ideal,E,VVS2,62.2,54.4,779,4.3,4.32,2.68
32039,0.3,Ideal,E,VVS2,61.7,53.8,779,4.31,4.34,2.67
32040,0.3,Ideal,E,VVS2,62.3,54.1,779,4.28,4.34,2.69
32041,0.32,Ideal,E,VVS2,61.3,54.0,779,4.42,4.45,2.72
32042,0.31,Ideal,D,VVS2,61.9,56.0,779,4.32,4.37,2.69
32047,0.37,Very Good,E,VVS2,61.2,55.0,779,4.63,4.68,2.85
32056,0.28,Premium,E,VVS2,58.7,60.0,780,4.34,4.31,2.54
32107,0.4,Very Good,I,VVS2,63.7,58.0,782,4.64,4.68,2.97
32118,0.39,Very Good,H,VVS2,62.4,57.0,784,4.67,4.7,2.92
32122,0.34,Ideal,F,VVS2,61.7,55.0,784,4.49,4.52,2.78
32136,0.3,Ideal,E,VVS2,60.9,57.0,786,4.32,4.35,2.64
32141,0.32,Ideal,F,VVS2,61.2,57.0,786,4.4,4.43,2.7
32144,0.32,Ideal,F,VVS2,62.1,54.0,786,4.41,4.44,2.75
32145,0.32,Ideal,F,VVS2,61.9,57.0,786,4.36,4.39,2.71
32146,0.32,Very Good,F,VVS2,61.8,60.0,786,4.36,4.41,2.71
32147,0.32,Ideal,F,VVS2,62.0,55.0,786,4.39,4.41,2.73
32151,0.39,Ideal,I,VVS2,62.3,54.0,787,4.66,4.69,2.91
32152,0.28,Ideal,F,VVS2,62.6,55.0,787,4.2,4.23,2.64
32153,0.28,Ideal,F,VVS2,61.8,56.0,787,4.18,4.22,2.6
32154,0.28,Ideal,F,VVS2,61.5,57.0,787,4.19,4.24,2.59
32155,0.28,Ideal,F,VVS2,62.2,53.0,787,4.22,4.23,2.63
32156,0.28,Ideal,F,VVS2,62.6,54.0,787,4.21,4.22,2.64
32157,0.28,Ideal,E,VVS2,60.8,55.0,787,4.26,4.29,2.6
32171,0.37,Premium,G,VVS2,62.2,58.0,787,4.56,4.6,2.85
32174,0.3,Good,D,VVS2,63.5,58.0,787,4.23,4.31,2.71
32180,0.39,Very Good,I,VVS2,63.0,56.0,787,4.62,4.68,2.93
32186,0.41,Ideal,I,VVS2,61.6,55.0,788,4.78,4.8,2.95
32190,0.35,Ideal,I,VVS2,62.3,57.0,788,4.53,4.49,2.81
32212,0.31,Ideal,E,VVS2,61.5,59.0,789,4.36,4.39,2.69
32254,0.3,Premium,E,VVS2,60.1,59.0,789,4.32,4.37,2.61
32255,0.3,Ideal,E,VVS2,60.2,57.0,789,4.37,4.4,2.64
32256,0.3,Ideal,E,VVS2,61.6,57.0,789,4.29,4.32,2.65
32260,0.3,Ideal,E,VVS2,61.7,57.0,789,4.31,4.34,2.67
32262,0.3,Very Good,E,VVS2,61.4,60.0,789,4.25,4.28,2.62
32268,0.3,Ideal,E,VVS2,61.7,55.0,789,4.28,4.31,2.65
32271,0.3,Ideal,E,VVS2,61.9,57.0,789,4.28,4.32,2.66
32273,0.3,Very Good,E,VVS2,60.8,60.0,789,4.27,4.31,2.61
32279,0.3,Very Good,E,VVS2,61.3,59.0,789,4.3,4.32,2.64
32285,0.31,Ideal,J,VVS2,62.2,54.0,453,4.36,4.39,2.72
32286,0.31,Ideal,J,VVS2,61.8,54.0,453,4.38,4.39,2.71
32305,0.25,Very Good,I,VVS2,61.6,56.0,455,4.06,4.09,2.51
32327,0.3,Premium,E,VVS2,61.5,60.0,789,4.28,4.31,2.64
32330,0.3,Ideal,E,VVS2,61.4,57.0,789,4.32,4.34,2.66
32331,0.3,Ideal,E,VVS2,61.8,56.0,789,4.33,4.35,2.68
32337,0.3,Ideal,E,VVS2,61.8,56.0,789,4.31,4.33,2.67
32342,0.3,Very Good,E,VVS2,61.4,58.0,789,4.25,4.28,2.62
32348,0.3,Very Good,E,VVS2,61.9,59.0,789,4.27,4.32,2.66
32351,0.3,Premium,E,VVS2,61.8,58.0,789,4.26,4.29,2.64
32352,0.3,Ideal,E,VVS2,61.9,57.0,789,4.28,4.31,2.66
32359,0.3,Premium,E,VVS2,61.4,59.0,789,4.32,4.34,2.66
32366,0.32,Ideal,E,VVS2,61.6,55.0,790,4.42,4.45,2.73
32367,0.32,Ideal,E,VVS2,62.0,54.0,790,4.41,4.43,2.74
32385,0.32,Ideal,D,VVS2,61.7,55.0,790,4.39,4.42,2.72
32386,0.32,Ideal,D,VVS2,62.2,56.0,790,4.37,4.41,2.73
32388,0.32,Very Good,D,VVS2,60.1,58.0,791,4.41,4.44,2.66
32394,0.31,Ideal,E,VVS2,61.6,55.0,791,4.37,4.4,2.7
32395,0.31,Ideal,E,VVS2,61.4,57.0,791,4.37,4.39,2.69
32396,0.31,Ideal,E,VVS2,62.4,53.0,791,4.33,4.35,2.71
32397,0.31,Ideal,E,VVS2,61.3,55.0,791,4.35,4.39,2.68
32398,0.31,Ideal,E,VVS2,62.0,54.0,791,4.36,4.41,2.72
32399,0.31,Ideal,E,VVS2,62.0,54.0,791,4.38,4.4,2.72
32453,0.32,Premium,F,VVS2,61.8,59.0,793,4.42,4.38,2.72
32458,0.39,Ideal,H,VVS2,62.0,55.0,794,4.68,4.7,2.91
32459,0.38,Ideal,H,VVS2,61.6,56.0,794,4.67,4.72,2.89
32460,0.36,Ideal,G,VVS2,61.5,55.0,794,4.58,4.62,2.83
32461,0.36,Ideal,G,VVS2,61.8,54.0,794,4.59,4.61,2.84
32462,0.36,Ideal,G,VVS2,61.7,54.0,794,4.59,4.62,2.84
32479,0.35,Ideal,F,VVS2,61.6,58.0,795,4.5,4.53,2.78
32480,0.35,Ideal,F,VVS2,61.9,54.0,795,4.55,4.59,2.83
32520,0.35,Ideal,G,VVS2,61.0,57.0,798,4.54,4.58,2.78
32523,0.35,Very Good,G,VVS2,62.4,56.0,798,4.47,4.53,2.81
32524,0.35,Ideal,G,VVS2,62.1,56.0,798,4.47,4.51,2.79
32525,0.42,Ideal,G,VVS2,62.0,56.0,798,4.79,4.83,2.98
32530,0.35,Very Good,G,VVS2,62.8,58.0,798,4.44,4.48,2.8
32531,0.35,Very Good,G,VVS2,62.2,58.0,798,4.49,4.54,2.81
32537,0.27,Premium,E,VVS2,59.0,59.0,799,4.27,4.24,2.51
32538,0.27,Ideal,E,VVS2,62.2,55.0,799,4.17,4.12,2.58
32539,0.27,Ideal,E,VVS2,62.1,57.0,799,4.15,4.13,2.57
32541,0.27,Ideal,E,VVS2,61.8,57.0,799,4.16,4.12,2.56
32542,0.27,Ideal,E,VVS2,63.0,56.0,799,4.14,4.12,2.6
32543,0.27,Ideal,E,VVS2,62.0,55.0,799,4.14,4.12,2.56
32544,0.27,Ideal,E,VVS2,62.5,57.0,799,4.13,4.1,2.57
32546,0.27,Ideal,D,VVS2,62.6,56.0,799,4.15,4.13,2.59
32548,0.27,Premium,D,VVS2,62.2,59.0,799,4.12,4.08,2.55
32549,0.27,Ideal,D,VVS2,62.3,57.0,799,4.15,4.13,2.58
32555,0.32,Ideal,F,VVS2,62.1,55.0,800,4.37,4.39,2.72
32556,0.32,Ideal,F,VVS2,61.2,57.0,800,4.42,4.44,2.71
32557,0.32,Ideal,F,VVS2,60.9,56.0,800,4.44,4.46,2.71
32558,0.32,Ideal,F,VVS2,61.2,55.0,800,4.43,4.46,2.72
32575,0.33,Very Good,F,VVS2,61.6,57.0,801,4.44,4.46,2.74
32576,0.33,Very Good,F,VVS2,61.2,55.0,801,4.45,4.47,2.73
32587,0.33,Ideal,E,VVS2,61.4,55.0,802,4.46,4.5,2.75
32588,0.33,Ideal,E,VVS2,61.0,57.0,802,4.46,4.49,2.73
32589,0.3,Ideal,D,VVS2,59.4,60.0,802,4.39,4.47,2.63
32607,0.31,Premium,H,VVS2,61.2,60.0,802,4.39,4.37,2.68
32608,0.31,Ideal,H,VVS2,61.5,56.0,802,4.37,4.35,2.68
32609,0.31,Premium,H,VVS2,61.4,59.0,802,4.38,4.35,2.68
32610,0.31,Ideal,H,VVS2,62.3,55.0,802,4.37,4.36,2.72
32626,0.23,Very Good,E,VVS2,61.4,55.0,458,3.92,3.99,2.43
32627,0.23,Very Good,D,VVS2,62.4,53.0,458,3.94,3.95,2.46
32634,0.27,Ideal,I,VVS2,62.1,55.0,459,4.17,4.2,2.6
32641,0.31,Ideal,H,VVS2,62.2,55.0,802,4.36,4.35,2.71
32642,0.31,Ideal,H,VVS2,62.5,55.0,802,4.37,4.34,2.72
32643,0.31,Premium,H,VVS2,60.6,60.0,802,4.38,4.34,2.64
32644,0.31,Premium,H,VVS2,61.2,59.0,802,4.38,4.34,2.67
32645,0.31,Ideal,H,VVS2,62.4,56.0,802,4.38,4.34,2.72
32646,0.31,Premium,H,VVS2,61.9,58.0,802,4.36,4.33,2.69
32647,0.31,Ideal,H,VVS2,61.8,56.0,802,4.36,4.34,2.69
32648,0.31,Ideal,H,VVS2,61.1,56.0,802,4.37,4.33,2.66
32649,0.31,Ideal,H,VVS2,62.6,56.0,802,4.37,4.32,2.72
32650,0.31,Premium,H,VVS2,61.4,58.0,802,4.37,4.32,2.67
32651,0.31,Ideal,H,VVS2,62.4,57.0,802,4.36,4.32,2.71
32652,0.31,Ideal,H,VVS2,62.4,57.0,802,4.36,4.32,2.71
32653,0.31,Ideal,H,VVS2,62.2,57.0,802,4.36,4.32,2.7
32654,0.31,Premium,H,VVS2,61.4,58.0,802,4.35,4.32,2.66
32655,0.31,Premium,H,VVS2,62.3,60.0,802,4.36,4.31,2.7
32656,0.31,Premium,H,VVS2,62.4,59.0,802,4.35,4.31,2.7
32657,0.31,Good,H,VVS2,63.7,55.0,802,4.32,4.28,2.74
32658,0.31,Good,H,VVS2,63.6,56.0,802,4.33,4.28,2.74
32659,0.31,Very Good,H,VVS2,63.4,56.0,802,4.32,4.29,2.73
32660,0.31,Premium,H,VVS2,62.6,60.0,802,4.33,4.29,2.7
32661,0.31,Ideal,H,VVS2,62.8,57.0,802,4.33,4.3,2.71
32662,0.31,Premium,H,VVS2,61.9,58.0,802,4.33,4.3,2.67
32663,0.31,Premium,H,VVS2,62.4,58.0,802,4.31,4.28,2.68
32664,0.31,Premium,H,VVS2,62.6,58.0,802,4.31,4.28,2.69
32783,0.32,Ideal,D,VVS2,61.2,56.0,803,4.39,4.43,2.7
32786,0.32,Very Good,D,VVS2,61.1,59.0,804,4.39,4.42,2.69
32788,0.31,Ideal,D,VVS2,61.2,56.0,804,4.35,4.37,2.67
32789,0.32,Ideal,D,VVS2,60.3,58.0,804,4.43,4.46,2.68
32798,0.31,Ideal,D,VVS2,61.2,59.0,805,4.37,4.39,2.68
32828,0.33,Very Good,G,VVS2,59.7,59.0,806,4.48,4.53,2.69
32829,0.35,Ideal,F,VVS2,61.3,55.0,806,4.57,4.6,2.81
32833,0.32,Premium,F,VVS2,62.2,59.0,806,4.41,4.34,2.72
32845,0.4,Ideal,I,VVS2,62.0,56.0,807,4.74,4.77,2.95
32846,0.4,Ideal,I,VVS2,62.4,55.0,807,4.7,4.73,2.94
32862,0.32,Ideal,E,VVS2,61.0,55.0,808,4.43,4.45,2.71
32866,0.32,Very Good,D,VVS2,60.0,57.0,809,4.45,4.49,2.68
32868,0.38,Ideal,I,VVS2,63.4,53.0,809,4.61,4.63,2.93
32869,0.32,Ideal,D,VVS2,61.6,54.0,809,4.41,4.46,2.73
32906,0.33,Ideal,F,VVS2,62.2,56.0,810,4.43,4.45,2.76
32909,0.33,Ideal,F,VVS2,61.3,56.0,810,4.44,4.46,2.73
32913,0.33,Ideal,F,VVS2,61.9,56.0,810,4.42,4.46,2.75
32931,0.33,Very Good,F,VVS2,62.5,59.0,810,4.4,4.47,2.77
32932,0.33,Ideal,F,VVS2,61.4,56.0,810,4.44,4.49,2.74
32933,0.41,Very Good,I,VVS2,61.3,60.0,811,4.77,4.82,2.94
32986,0.3,Ideal,E,VVS2,61.0,56.0,812,4.33,4.39,2.66
33012,0.3,Very Good,E,VVS2,60.7,55.0,814,4.35,4.36,2.65
33018,0.31,Ideal,F,VVS2,60.2,55.0,814,4.43,4.45,2.67
33019,0.33,Ideal,E,VVS2,60.9,56.0,814,4.45,4.48,2.72
33020,0.33,Ideal,E,VVS2,61.2,56.0,814,4.46,4.5,2.74
33021,0.33,Ideal,E,VVS2,61.2,56.0,814,4.44,4.48,2.73
33022,0.3,Ideal,D,VVS2,61.7,57.0,814,4.33,4.36,2.68
33023,0.3,Ideal,D,VVS2,62.0,53.0,814,4.33,4.35,2.69
33024,0.3,Ideal,D,VVS2,61.9,55.0,814,4.28,4.31,2.66
33025,0.3,Ideal,D,VVS2,61.6,58.0,814,4.29,4.32,2.65
33026,0.3,Ideal,D,VVS2,61.7,55.0,814,4.33,4.36,2.68
33027,0.3,Ideal,D,VVS2,61.6,57.0,814,4.31,4.32,2.66
33028,0.3,Ideal,D,VVS2,62.4,54.0,814,4.3,4.32,2.69
33029,0.3,Ideal,D,VVS2,60.7,58.0,814,4.3,4.33,2.62
33030,0.3,Ideal,D,VVS2,62.1,57.0,814,4.27,4.3,2.66
33031,0.3,Ideal,D,VVS2,62.2,55.0,814,4.32,4.33,2.69
33085,0.3,Good,E,VVS2,59.8,64.0,814,4.34,4.29,2.58
33089,0.37,Ideal,G,VVS2,61.6,55.0,815,4.62,4.66,2.86
33090,0.29,Ideal,E,VVS2,61.9,56.0,815,4.22,4.24,2.62
33091,0.31,Ideal,D,VVS2,62.4,54.0,815,4.35,4.37,2.72
33092,0.31,Ideal,D,VVS2,61.7,54.0,815,4.38,4.43,2.72
33102,0.32,Very Good,E,VVS2,61.6,54.0,816,4.43,4.46,2.74
33104,0.32,Ideal,E,VVS2,61.2,56.0,816,4.39,4.43,2.7
33105,0.32,Ideal,E,VVS2,61.5,56.0,816,4.43,4.45,2.73
33106,0.32,Ideal,E,VVS2,62.2,53.0,816,4.39,4.42,2.74
33121,0.31,Premium,E,VVS2,61.9,58.0,816,4.35,4.38,2.7
33122,0.31,Ideal,E,VVS2,61.0,56.0,816,4.39,4.43,2.69
33128,0.31,Ideal,E,VVS2,61.7,56.0,816,4.33,4.36,2.68
33130,0.31,Ideal,E,VVS2,61.6,57.0,816,4.33,4.37,2.68
33131,0.31,Very Good,E,VVS2,60.8,55.0,816,4.38,4.43,2.68
33136,0.31,Premium,E,VVS2,61.4,58.0,816,4.33,4.36,2.67
33137,0.31,Premium,E,VVS2,61.3,60.0,816,4.33,4.35,2.66
33138,0.31,Ideal,E,VVS2,60.8,57.0,816,4.36,4.39,2.66
33152,0.31,Premium,E,VVS2,60.4,59.0,816,4.34,4.37,2.63
33161,0.31,Ideal,E,VVS2,61.6,55.0,816,4.35,4.38,2.69
33164,0.31,Very Good,E,VVS2,61.4,60.0,816,4.34,4.36,2.67
33165,0.39,Very Good,I,VVS2,62.7,58.0,817,4.65,4.67,2.92
33166,0.36,Ideal,F,VVS2,61.4,56.0,817,4.58,4.61,2.82
33189,0.34,Very Good,E,VVS2,61.6,58.0,819,4.5,4.53,2.78
33193,0.3,Premium,G,VVS2,60.4,60.0,819,4.34,4.3,2.61
33197,0.3,Very Good,G,VVS2,59.7,63.0,819,4.37,4.34,2.6
33198,0.3,Ideal,G,VVS2,62.2,54.0,819,4.33,4.29,2.68
33199,0.3,Ideal,G,VVS2,62.9,55.0,819,4.31,4.28,2.7
33200,0.3,Premium,G,VVS2,62.9,58.0,819,4.29,4.26,2.69
33201,0.3,Fair,G,VVS2,64.4,58.0,819,4.21,4.17,2.7
33204,0.35,Ideal,G,VVS2,61.8,55.0,820,4.53,4.56,2.81
33222,0.36,Ideal,G,VVS2,62.3,56.0,821,4.53,4.56,2.83
33227,0.36,Very Good,G,VVS2,61.9,58.0,821,4.54,4.6,2.83
33234,0.4,Good,H,VVS2,59.1,61.0,823,4.79,4.82,2.84
33236,0.42,Ideal,H,VVS2,62.0,57.0,823,4.79,4.82,2.98
33237,0.33,Ideal,F,VVS2,61.1,55.0,824,4.46,4.48,2.73
33238,0.33,Ideal,F,VVS2,60.7,57.0,824,4.48,4.51,2.73
33239,0.33,Ideal,F,VVS2,61.4,57.0,824,4.43,4.46,2.73
33245,0.34,Very Good,F,VVS2,61.9,57.0,825,4.48,4.52,2.78
33246,0.34,Very Good,F,VVS2,61.0,56.0,825,4.51,4.53,2.76
33262,0.34,Ideal,E,VVS2,62.3,55.0,826,4.49,4.53,2.81
33270,0.34,Good,G,VVS2,58.0,61.0,826,4.56,4.58,2.65
33278,0.23,Good,F,VVS2,61.2,62.0,462,3.95,3.99,2.43
33279,0.25,Good,D,VVS2,64.6,56.0,462,3.97,3.99,2.57
33306,0.33,Ideal,H,VVS2,61.3,56.0,827,4.43,4.47,2.73
33307,0.28,Ideal,D,VVS2,61.1,55.0,827,4.23,4.28,2.6
33331,0.41,Ideal,I,VVS2,61.6,57.0,827,4.76,4.78,2.94
33333,0.41,Good,I,VVS2,63.5,57.0,827,4.72,4.76,3.01
33341,0.41,Premium,I,VVS2,62.4,60.0,827,4.7,4.73,2.94
33358,0.41,Good,I,VVS2,63.9,55.0,827,4.71,4.74,3.02
33361,0.41,Very Good,I,VVS2,62.9,58.0,827,4.71,4.74,2.97
33371,0.41,Ideal,I,VVS2,61.7,56.0,827,4.77,4.8,2.95
33376,0.41,Ideal,I,VVS2,62.3,56.0,827,4.73,4.77,2.96
33377,0.41,Good,I,VVS2,63.1,56.0,827,4.72,4.75,2.99
33379,0.41,Premium,I,VVS2,59.9,58.0,827,4.81,4.87,2.9
33381,0.41,Premium,I,VVS2,62.1,58.0,827,4.76,4.78,2.96
33389,0.36,Ideal,F,VVS2,61.5,55.0,828,4.59,4.62,2.83
33390,0.31,Ideal,D,VVS2,61.8,54.0,828,4.36,4.38,2.7
33391,0.31,Ideal,D,VVS2,61.5,56.0,828,4.39,4.43,2.71
33404,0.28,Premium,E,VVS2,60.1,59.0,828,4.26,4.22,2.55
33406,0.28,Ideal,E,VVS2,62.4,56.0,828,4.2,4.16,2.61
33407,0.28,Ideal,E,VVS2,62.1,56.0,828,4.21,4.19,2.61
33408,0.28,Ideal,E,VVS2,60.3,57.0,828,4.25,4.21,2.55
33414,0.32,Premium,H,VVS2,61.0,58.0,828,4.44,4.41,2.7
33415,0.32,Premium,H,VVS2,61.6,55.0,828,4.44,4.42,2.73
33416,0.32,Premium,H,VVS2,60.2,60.0,828,4.48,4.45,2.69
33417,0.32,Premium,H,VVS2,62.3,58.0,828,4.37,4.33,2.71
33418,0.32,Very Good,H,VVS2,63.4,56.0,828,4.37,4.34,2.76
33419,0.32,Premium,H,VVS2,62.1,58.0,828,4.39,4.34,2.71
33420,0.32,Ideal,H,VVS2,62.9,57.0,828,4.39,4.36,2.75
33421,0.32,Ideal,H,VVS2,61.9,55.0,828,4.39,4.37,2.71
33422,0.32,Ideal,H,VVS2,61.7,56.0,828,4.42,4.37,2.71
33423,0.32,Ideal,H,VVS2,61.8,55.0,828,4.42,4.38,2.72
33424,0.32,Ideal,H,VVS2,61.8,55.0,828,4.42,4.38,2.72
33425,0.32,Ideal,H,VVS2,62.0,55.0,828,4.42,4.39,2.73
33426,0.32,Ideal,H,VVS2,61.2,56.0,828,4.43,4.4,2.7
33518,0.32,Ideal,F,VVS2,60.4,57.0,829,4.46,4.47,2.7
33551,0.35,Ideal,F,VVS2,62.5,56.0,830,4.51,4.55,2.83
33578,0.38,Ideal,H,VVS2,62.2,54.6,832,4.62,4.66,2.89
33579,0.38,Ideal,H,VVS2,62.5,53.4,832,4.63,4.66,2.9
33580,0.38,Ideal,H,VVS2,62.1,53.9,832,4.64,4.69,2.9
33581,0.38,Ideal,H,VVS2,62.3,53.3,832,4.65,4.69,2.91
33584,0.33,Ideal,F,VVS2,62.4,56.0,832,4.41,4.43,2.76
33589,0.41,Fair,G,VVS2,64.7,56.0,833,4.68,4.72,3.04
33643,0.38,Premium,H,VVS2,62.0,58.0,833,4.62,4.64,2.87
33644,0.38,Ideal,H,VVS2,61.4,57.0,833,4.63,4.65,2.85
33647,0.44,Very Good,J,VVS2,63.6,58.0,834,4.8,4.83,3.06
33650,0.32,Ideal,D,VVS2,61.7,57.0,834,4.39,4.42,2.72
33659,0.35,Very Good,D,VVS2,60.0,58.0,835,4.57,4.59,2.75
33669,0.34,Ideal,E,VVS2,62.3,57.0,835,4.44,4.48,2.78
33670,0.38,Ideal,I,VVS2,62.0,55.0,836,4.65,4.67,2.89
33674,0.3,Very Good,E,VVS2,60.0,55.0,837,4.36,4.41,2.63
33675,0.32,Ideal,F,VVS2,60.8,58.0,837,4.39,4.43,2.68
33676,0.32,Ideal,E,VVS2,60.9,55.0,837,4.41,4.43,2.69
33677,0.32,Ideal,E,VVS2,60.8,56.0,837,4.43,4.45,2.7
33678,0.3,Ideal,E,VVS2,61.1,55.0,837,4.34,4.37,2.66
33679,0.3,Ideal,E,VVS2,61.4,55.0,837,4.32,4.34,2.66
33680,0.3,Ideal,E,VVS2,61.1,57.0,837,4.34,4.36,2.65
33681,0.3,Ideal,E,VVS2,61.3,54.0,837,4.34,4.37,2.67
33684,0.31,Premium,E,VVS2,60.5,57.0,837,4.41,4.39,2.66
33686,0.31,Ideal,E,VVS2,61.6,56.0,837,4.35,4.39,2.69
33687,0.43,Very Good,I,VVS2,60.5,59.0,838,4.86,4.89,2.95
33690,0.34,Ideal,E,VVS2,61.8,56.0,838,4.48,4.52,2.78
33691,0.34,Ideal,E,VVS2,60.8,58.0,838,4.51,4.53,2.75
33692,0.34,Ideal,E,VVS2,60.9,56.0,838,4.52,4.54,2.76
33728,0.41,Very Good,H,VVS2,61.3,54.0,839,4.75,4.87,2.95
33729,0.37,Ideal,F,VVS2,60.7,57.0,839,4.67,4.69,2.84
33730,0.37,Ideal,F,VVS2,60.0,59.0,839,4.64,4.66,2.79
33738,0.3,Very Good,E,VVS2,62.9,55.0,840,4.25,4.27,2.68
33740,0.33,Ideal,E,VVS2,62.1,54.0,840,4.45,4.47,2.77
33741,0.31,Ideal,D,VVS2,62.2,54.0,840,4.34,4.38,2.71
33742,0.31,Ideal,D,VVS2,61.6,54.0,840,4.37,4.4,2.7
33768,0.32,Very Good,D,VVS2,61.9,54.0,841,4.43,4.46,2.75
33770,0.32,Ideal,D,VVS2,62.3,54.0,841,4.42,4.44,2.76
33792,0.32,Premium,E,VVS2,61.1,58.0,842,4.42,4.45,2.71
33795,0.32,Ideal,E,VVS2,62.3,56.0,842,4.37,4.4,2.73
33797,0.32,Ideal,E,VVS2,61.5,57.0,842,4.4,4.41,2.71
33803,0.32,Ideal,E,VVS2,62.0,55.0,842,4.38,4.4,2.72
33806,0.32,Premium,E,VVS2,61.5,58.0,842,4.36,4.42,2.7
33809,0.32,Ideal,E,VVS2,62.3,56.0,842,4.37,4.4,2.73
33814,0.32,Ideal,E,VVS2,61.6,57.0,842,4.4,4.43,2.72
33817,0.32,Premium,E,VVS2,59.9,58.0,842,4.45,4.5,2.68
33820,0.32,Ideal,E,VVS2,60.8,57.0,842,4.42,4.46,2.7
33826,0.37,Very Good,E,VVS2,59.3,58.0,843,4.68,4.73,2.79
33828,0.41,Ideal,I,VVS2,62.4,57.0,843,4.68,4.75,2.94
33829,0.32,Ideal,E,VVS2,61.9,54.0,843,4.41,4.44,2.74
33830,0.32,Ideal,E,VVS2,61.4,54.0,843,4.44,4.45,2.73
33925,0.37,Ideal,E,VVS2,62.2,56.0,844,4.6,4.63,2.87
33926,0.37,Ideal,E,VVS2,61.8,54.0,844,4.6,4.63,2.85
33927,0.37,Very Good,G,VVS2,59.1,60.0,844,4.69,4.71,2.78
